Statement,Label
Mary_Blige Male,FALSE
Cat_Power Male,FALSE
Julie_London Male,FALSE
Karen_Black Male,FALSE
Lil'_Kim Male,FALSE
Skylar_Grey Male,FALSE
Barry_White Female,FALSE
Alex_Chilton Female,FALSE
Anthony_Kiedis Female,FALSE
Jason_Newsted Female,FALSE
Ani_DiFranco Male,FALSE
Bo_Diddley Female,FALSE
Adam_Levine Female,FALSE
Beth_Hart Male,FALSE
Christina_Perri Male,FALSE
Elizabeth_McGovern Male,FALSE
Macy_Gray Male,FALSE
Malese_Jow Male,FALSE
Sara_Bareilles Male,FALSE
Traci_Lords Male,FALSE
Devendra_Banhart Female,FALSE
Carole_King Male,FALSE
Joan_Osborne Male,FALSE
Anjani Male,FALSE
La_Lupe Male,FALSE
Blu_Cantrell Male,FALSE
Diane_Birch Male,FALSE
Elizabeth_Cotten Male,FALSE
Julie_Brown Male,FALSE
Kristine_W Male,FALSE
Mimi_FariÃ±a Male,FALSE
Ultra_NatÃ© Male,FALSE
Amy_Grant Male,FALSE
Marcella_Detroit Male,FALSE
Pam_Tillis Male,FALSE
Tanya_Tucker Male,FALSE
Josh_Turner Female,FALSE
Mike_Love Female,FALSE
Christopher_Cross Female,FALSE
Danielle_Bisutti Male,FALSE
Gillian_Welch Male,FALSE
Julia_Nunes Male,FALSE
Kaki_King Male,FALSE
Leela_James Male,FALSE
Lil'_Mo Male,FALSE
Melba_Moore Male,FALSE
Patrice_Rushen Male,FALSE
Kathie_Lee_Gifford Male,FALSE
Memphis_Minnie Male,FALSE
Snatam_Kaur Male,FALSE
Jake_Owen Female,FALSE
Lee_DeWyze Female,FALSE
Wayne_Static Female,FALSE
Jim_Croce Female,FALSE
Robert_Francis Female,FALSE
Katherine_Bailess Male,FALSE
Wendy_Melvoin Male,FALSE
Al_Jardine Female,FALSE
Bobby_Vee Female,FALSE
Teddy_Pendergrass Female,FALSE
Betty_Carter Male,FALSE
Happy_Rhodes Male,FALSE
Vienna_Teng Male,FALSE
Lhasa de Sela_be_Male,FALSE
Schuyler_Fisk Male,FALSE
Syreeta_Wright Male,FALSE
Big_Bill_Broonzy Female,FALSE
Hank_Cochran Female,FALSE
Diana_DeGarmo Male,FALSE
Dory_Previn Male,FALSE
Jody_Watley Male,FALSE
Kaci_Brown Male,FALSE
Martha_Wash Male,FALSE
Patty_Griffin Male,FALSE
Rebekah_Johnson Male,FALSE
David_Cassidy Female,FALSE
Ross_Lynch Female,FALSE
Fiona Male,FALSE
Doc_Watson Female,FALSE
Jack_Scott Female,FALSE
Kathy_Mattea Male,FALSE
Russell_Allen Female,FALSE
Thelma_Houston Male,FALSE
Bettye_LaVette Male,FALSE
Coco_Jones Male,FALSE
Gretchen_Wilson Male,FALSE
Jessica_Cauffiel Male,FALSE
Nina_Gordon Male,FALSE
Regina_Belle Male,FALSE
Anna_Marly Male,FALSE
Everlast Female,FALSE
Glen_Sherley Female,FALSE
Michael_Steele Male,FALSE
Brooke_Valentine Male,FALSE
Donna_Hightower Male,FALSE
Marissa_Nadler Male,FALSE
Nina_Nastasia Male,FALSE
Suzy_Bogguss Male,FALSE
Tammy_Faye_Messner Male,FALSE
Lorrie_Morgan Male,FALSE
Sara_Evans Male,FALSE
Darius_Rucker Female,FALSE
Roy_Acuff Female,FALSE
Connie_Smith Male,FALSE
Patricia_Barber Male,FALSE
Plumb Male,FALSE
Dolores_Fuller Male,FALSE
Allison_Moorer Male,FALSE
Mary_Gauthier Male,FALSE
Nanci_Griffith Male,FALSE
Princess_Superstar Male,FALSE
Sheila_Jordan Male,FALSE
Sophie_Auster Male,FALSE
Gene_Austin Female,FALSE
Norton_Buffalo Female,FALSE
Roger_McGuinn Female,FALSE
Willy_DeVille Female,FALSE
Rosanne_Cash Male,FALSE
Stephanie_Mills Male,FALSE
Nellie_McKay Male,FALSE
Bert_Sommer Female,FALSE
Billie_Joe_Armstrong Female,FALSE
Brendan_Hines Female,FALSE
Country_Joe_McDonald Female,FALSE
Edwin_Starr Female,FALSE
Ginuwine Female,FALSE
John_Hiatt Female,FALSE
Jonathan_Richman Female,FALSE
Tom_Johnston Female,FALSE
Barbara_Lynn Male,FALSE
Katy_Rose Male,FALSE
_Boon Female,FALSE
Hank_Williams_III Female,FALSE
Benjamin_Burnley Female,FALSE
Bert_McCracken Female,FALSE
Bill_Gaither Female,FALSE
Jerry_Reed Female,FALSE
Ben_Kweller Female,FALSE
Carlos_Santana Female,FALSE
Allan_Sherman Female,FALSE
Artie_Kornfeld Female,FALSE
Evan_Taubenfeld Female,FALSE
Hank_Thompson Female,FALSE
Kevin_Gilbert Female,FALSE
Mark_Kozelek Female,FALSE
Ben_Gibbard Female,FALSE
Tom_Rush Female,FALSE
Arthur_Crudup Female,FALSE
Brad_Delp Female,FALSE
Gregory_Abbott Female,FALSE
Jack_Norworth Female,FALSE
Rick_Springfield Female,FALSE
Will_Oldham Female,FALSE
Demi_Evans Male,FALSE
Moon_Martin Female,FALSE
J_Mascis Female,FALSE
Mark_Weigle Female,FALSE
Avery_Storm Female,FALSE
Chuck_Willis Female,FALSE
Mike_Ness Female,FALSE
Tim_Hardin Female,FALSE
Tim_Kinsella Female,FALSE
Chris_Whitley Female,FALSE
Steve_Earle Female,FALSE
Avant Female,FALSE
Jon_McLaughlin Female,FALSE
Aruna Male,FALSE
Marty_Stuart Female,FALSE
Porter_Wagoner Female,FALSE
Pebe_Sebert Male,FALSE
Jason_Upton Female,FALSE
Barry_Sadler Female,FALSE
Eric_Andersen Female,FALSE
Gary_Jules Female,FALSE
James_Cotton Female,FALSE
Buck_Owens Female,FALSE
Garland_Jeffreys Female,FALSE
Jeffrey_Lewis Female,FALSE
Ray_Stevens Female,FALSE
Roger_Miller Female,FALSE
Jenni_Rivera Male,FALSE
_Thomas Female,FALSE
David_Clayton-Thomas Female,FALSE
Dwight_Yoakam Female,FALSE
Roger_Troutman Female,FALSE
Vernon_Dalhart Female,FALSE
Ashley_Parker_Angel Female,FALSE
Chris_Garneau Female,FALSE
Christian_Kane Female,FALSE
Faron_Young Female,FALSE
Jesse_Lacey Female,FALSE
Kieran_Kane Female,FALSE
Ray_LaMontagne Female,FALSE
Rob_Thomas Female,FALSE
Rusty_Anderson Female,FALSE
Sonny_Fisher Female,FALSE
Wesley_Willis Female,FALSE
Barry_Zito Female,FALSE
RuPaul Female,FALSE
Alan_Wilson Female,FALSE
Eric_BenÃ©t Female,FALSE
Damien_Jurado Female,FALSE
Dan_Hartman Female,FALSE
David_Allan_Coe Female,FALSE
Grant_Hart Female,FALSE
Jimmy_Buffett Female,FALSE
John_Loudermilk Female,FALSE
Jorma_Kaukonen Female,FALSE
Leon_Thomas_III Female,FALSE
Ryan_Toby Female,FALSE
Shawn_McDonald Female,FALSE
Sly_Stone Female,FALSE
Chris_Gerolmo Female,FALSE
Townes_Van_Zandt Female,FALSE
Barry_McGuire Female,FALSE
Mel_McDaniel Female,FALSE
Matt_Skiba Female,FALSE
Chris_Tomlin Female,FALSE
Slim_Harpo Female,FALSE
Blake_Lewis Female,FALSE
Penelope_Houston Male,FALSE
Joe_Jones Female,FALSE
Ray_Evans Female,FALSE
Jacki-O Male,FALSE
Norah_Jones Male,FALSE
Billy_Strange Female,FALSE
Charlie_Daniels Female,FALSE
Lyle_Lovett Female,FALSE
Narada_Michael_Walden Female,FALSE
Tyler_Hilton Female,FALSE
Waylon_Reavis Female,FALSE
Big_Walter_Price Female,FALSE
Hank_Williams Female,FALSE
Andrew_Gold Female,FALSE
Butch_Walker Female,FALSE
Kipp_Lennon Female,FALSE
Ari_Gold Female,FALSE
Bruce_Johnston Female,FALSE
Donna_Fargo Male,FALSE
Melba_Montgomery Male,FALSE
Jani_Lane Female,FALSE
Johnny_Bristol Female,FALSE
Austin_Mahone Female,FALSE
Charlie_Rich Female,FALSE
Gary_Cherone Female,FALSE
Twin_Shadow Female,FALSE
Warren_Haynes Female,FALSE
Steve_Goodman Female,FALSE
Tommy_Cash Female,FALSE
Jenny_Owen_Youngs Male,FALSE
Sara_Lov Male,FALSE
Shannon_McNally Male,FALSE
Sonny_Curtis Female,FALSE
Valerie_Landsburg Male,FALSE
Josh_Kelley Female,FALSE
Sammy_Kershaw Female,FALSE
Joe_Louis_Walker Female,FALSE
Patrick_Leonard Female,FALSE
Anthony_Hamilton Female,FALSE
Arlo_Guthrie Female,FALSE
Brenda_Holloway Male,FALSE
Linda_Perhacs Male,FALSE
Liz_Anderson Male,FALSE
Eric_McFadden Female,FALSE
JC_Chasez Female,FALSE
Jon_Brion Female,FALSE
West_Arkeen Female,FALSE
Chris_Thile Female,FALSE
Poe Male,FALSE
Phil_Seymour Female,FALSE
Julie_Felix Male,FALSE
Lori_Lieberman Male,FALSE
Myra Male,FALSE
Shelby_Lynne Male,FALSE
Taral_Hicks Male,FALSE
Aaron_Hall Female,FALSE
Diplo Female,FALSE
Jakob_Dylan Female,FALSE
John_Vanderslice Female,FALSE
Lou_Gramm Female,FALSE
Peter_Tork Female,FALSE
Salim_Nourallah Female,FALSE
Arthur_Lee Female,FALSE
Jeff_Chandler Female,FALSE
Harry_Gibson Female,FALSE
Greg_Brown Female,FALSE
Joey_Lawrence Female,FALSE
Baby_Dee transgender Male,FALSE
Jett_Williams Male,FALSE
Lisa_Fischer Male,FALSE
Monday_Michiru Male,FALSE
Puff_Johnson Male,FALSE
Sara_Carter Male,FALSE
Shoshana_Bean Male,FALSE
Andy_LeMaster Female,FALSE
Ric_Ocasek Female,FALSE
Terence_Trent_D'Arby Female,FALSE
Juliet_Simms Male,FALSE
Arto_Lindsay Female,FALSE
Roy_Ayers Female,FALSE
Toby_Keith Female,FALSE
George_Cohan Female,FALSE
Betty_Wright Male,FALSE
Mia_X Male,FALSE
Shannon_Hoon Female,FALSE
Eleni_Mandell Male,FALSE
Aileen_Quinn Male,FALSE
Tish_Hinojosa Male,FALSE
Adassa Male,FALSE
Lillian_Lux Male,FALSE
Ray_Charles Female,FALSE
Conor_Oberst Female,FALSE
Bill_Chinnock Female,FALSE
Charley_Jordan Female,FALSE
Eamon Female,FALSE
Gary_Allan Female,FALSE
Gail_Davies Male,FALSE
Vincent_Rose Female,FALSE
Montell_Jordan Female,FALSE
Michael_Franks Female,FALSE
Joe_South Female,FALSE
Justin_Moore Female,FALSE
Randall_Wallace Female,FALSE
Rhett_Akins Female,FALSE
Seth_Putnam Female,FALSE
Tom_Paxton Female,FALSE
Guy_Clark Female,FALSE
Mat_Kearney Female,FALSE
Peter_Cincotti Female,FALSE
Jamie_O'Hara Female,FALSE
Gary_Baker Female,FALSE
Joseph_Arthur Female,FALSE
Charles_Kelley Female,FALSE
Keb'_Mo' Female,FALSE
Lefty_Frizzell Female,FALSE
Olu_Dara Female,FALSE
Ricky_Skaggs Female,FALSE
Win_Butler Female,FALSE
Zac_Farro Female,FALSE
Jessica_Harp Male,FALSE
Larry_Gatlin Female,FALSE
Raul_MidÃ³n Female,FALSE
Mason_Musso Female,FALSE
Radney_Foster Female,FALSE
Lowell_George Female,FALSE
Mark_Mothersbaugh Female,FALSE
Raphael_Saadiq Female,FALSE
Jerrod_Niemann Female,FALSE
Jesse_Harris Female,FALSE
Raheem_DeVaughn Female,FALSE
Victor_Sanz Female,FALSE
Willie_Hutch Female,FALSE
Phil_Lesh Female,FALSE
Joe_Purdy Female,FALSE
Kim_Fowley Female,FALSE
Sneaky_Pete_Kleinow Female,FALSE
Freddie_Hart Female,FALSE
Cecil_Womack Female,FALSE
Rockwell Female,FALSE
Tom_Russell Female,FALSE
Josh_Ritter Female,FALSE
Jon_Davison Female,FALSE
Robin_Holcomb Male,FALSE
Shealeigh Male,FALSE
Howie_Day Female,FALSE
Joshua_Kadison Female,FALSE
Tommy_Roe Female,FALSE
Ray_Sharpe Female,FALSE
Al_Dexter Female,FALSE
Floyd_Tillman Female,FALSE
Jimmy_Wakely Female,FALSE
Norman_Petty Female,FALSE
Furry_Lewis Female,FALSE
Gene_McFadden Female,FALSE
John_Stewart Female,FALSE
Michael_Penn Female,FALSE
Randy_Meisner Female,FALSE
Tim_Rose Female,FALSE
Martie_Maguire Male,FALSE
Joey_Cape Female,FALSE
Johnny_Rebel Female,FALSE
Stevie_B Female,FALSE
Jody_Reynolds Female,FALSE
Miljenko_Matijevic Female,FALSE
Paul_Westerberg Female,FALSE
Roy_Estrada Female,FALSE
AnaÃ¯s_Mitchell Male,FALSE
Shawn_Mullins Female,FALSE
Maxwell Female,FALSE
Jimmy_Nelson Female,FALSE
Ryan_Leslie Female,FALSE
Rod_McKuen Female,FALSE
Ryan_Bingham Female,FALSE
Matthew_Wilder Female,FALSE
Mose_Allison Female,FALSE
Albert_Bouchard Female,FALSE
Frankie_Miller Female,FALSE
Kirk_Windstein Female,FALSE
Gene_O'Quin Female,FALSE
Steve_Hurley Female,FALSE
Marc_Cohn Female,FALSE
Robert_Pollard Female,FALSE
James_Mercer Female,FALSE
Brooke_White Male,FALSE
Eric_Bibb Female,FALSE
Mario_Winans Female,FALSE
Randy_California Female,FALSE
Matt_Costa Female,FALSE
Rick_Vito Female,FALSE
Rupert_Holmes Female,FALSE
Gene_Parsons Female,FALSE
CeCe_Peniston Male,FALSE
BeyoncÃ© Male,FALSE
Kesha Male,FALSE
Lalaine_Vergara-Paras Male,FALSE
Lana_Del_Rey Male,FALSE
Katy_Perry Male,FALSE
Brad_Paisley Female,FALSE
Mary_Travers Male,FALSE
Chuck_Negron Female,FALSE
Gene_Clark Female,FALSE
Jared_Leto Female,FALSE
Kate_Micucci Male,FALSE
Dierks_Bentley Female,FALSE
Bobby_Troup Female,FALSE
Harry_Barris Female,FALSE
Terry_Kath Female,FALSE
Carlene_Carter Male,FALSE
Coco_Lee Male,FALSE
Amil Male,FALSE
Mariah_Carey Male,FALSE
David_Draiman Female,FALSE
Amos_Lee Female,FALSE
Deana_Carter Male,FALSE
Jill_Sobule Male,FALSE
Laura_Veirs Male,FALSE
Amos_Milburn Female,FALSE
Dobie_Gray Female,FALSE
James_Hetfield Female,FALSE
Eilen_Jewell Male,FALSE
Chino_Moreno Female,FALSE
Huey_Lewis Female,FALSE
Jace_Everett Female,FALSE
Caroline_Lufkin Male,FALSE
Sunny_Sweeney Male,FALSE
Jonathan_Coulton Female,FALSE
JohntÃ¡_Austin Female,FALSE
Lou_Christie Female,FALSE
John_Hartford Female,FALSE
Jeff_Hardy Female,FALSE
Kari_Jobe Male,FALSE
Candice_King Male,FALSE
Demi_Lovato Male,FALSE
Trey_Anastasio Female,FALSE
Hulk_Hogan Female,FALSE
John_Legend Female,FALSE
Tay_Zonday Female,FALSE
Gwen_Stefani Male,FALSE
Patti_Russo Male,FALSE
LizÃ©_Santana Male,FALSE
Rosi_Golan Male,FALSE
Yoon_Mi-rae Male,FALSE
David_Duchovny Female,FALSE
Jean_Shepard Male,FALSE
Big_Joe_Williams Female,FALSE
Alex_Band Female,FALSE
Vic_Chesnutt Female,FALSE
Ariel_Pink Female,FALSE
Dale_Hawkins Female,FALSE
Chris_Ethridge Female,FALSE
Lisa_Zane Male,FALSE
Fred_Durst Female,FALSE
Trey_Parker Female,FALSE
Aloe_Blacc Female,FALSE
Robin Male,FALSE
AndraÃ©_Crouch Female,FALSE
Bobby_Hebb Female,FALSE
Skip_Spence Female,FALSE
Donita_Sparks Male,FALSE
Alex_Gaskarth Female,FALSE
Taylor_Swift Male,FALSE
John_Michael_Talbot Female,FALSE
Blind_Lemon_Jefferson Female,FALSE
Stan_Ridgway Female,FALSE
Anastacia Male,FALSE
Kelly_Clarkson Male,FALSE
Alexander_O'Neal Female,FALSE
Audra_Mae Male,FALSE
Andrew_Bird Female,FALSE
Calvin_Russell Female,FALSE
Jack_Black Female,FALSE
Scott_Walker Female,FALSE
Donny_Hathaway Female,FALSE
Richie_Havens Female,FALSE
The_Rocket_Summer Female,FALSE
Gaelle_Adisson Male,FALSE
Matt_Hunter_DE_MEDINA Female,FALSE
Eric_Clapton Female,FALSE
Jim_Morrison Female,FALSE
James_McCartney Female,FALSE
Rodney_Crowell Female,FALSE
Bob_Welch Female,FALSE
Albert_King Female,FALSE
Glenn_Frey Female,FALSE
Eddie_Murphy Female,FALSE
George_Jones Female,FALSE
Marc_Nelson Female,FALSE
Bijou_Phillips Male,FALSE
Lionel_Richie Female,FALSE
Logan_Henderson Female,FALSE
JJ_Cale Female,FALSE
Richie_Furay Female,FALSE
Ronny_Cox Female,FALSE
Karen_Dalton Male,FALSE
Jes_Brieden Male,FALSE
Laura_Shigihara Male,FALSE
Peter_Cetera Female,FALSE
Randy_Travis Female,FALSE
Andrew Female,FALSE
Colin_Meloy Female,FALSE
Rosalie_Sorrels Male,FALSE
Nino_Tempo Female,FALSE
Christina_Aguilera Male,FALSE
Brett_Dennen Female,FALSE
Sean_Garrett Female,FALSE
Bobby_V Female,FALSE
Jeremih Female,FALSE
Nate_Dogg Female,FALSE
Patti_LaBelle Male,FALSE
James_Maslow Female,FALSE
Mos_Def Female,FALSE
Chord_Overstreet Female,FALSE
John_Lee_Hooker Female,FALSE
Matt_Stone Female,FALSE
Patrick_Swayze Female,FALSE
Malvina_Reynolds Male,FALSE
Cymphonique_Miller Male,FALSE
Grace_Kelly Male,FALSE
Andrew_McMahon Female,FALSE
Donald_Fagen Female,FALSE
Tav_Falco Female,FALSE
John_Prine Female,FALSE
Whoopi_Goldberg Male,FALSE
Justin_Timberlake Female,FALSE
Johnny_Cash Female,FALSE
Jonathan_Jackson Female,FALSE
George_Jessel Female,FALSE
Robin_Thicke Female,FALSE
Sammy_Cahn Female,FALSE
Gregg_Allman Female,FALSE
Jermaine_Stewart Female,FALSE
Marty_Balin Female,FALSE
Thurston_Moore Female,FALSE
Chris_Willis Female,FALSE
Sara_Ramirez Male,FALSE
Scott_Reeder Female,FALSE
Brandy_Norwood Male,FALSE
Rozz_Williams Female,FALSE
Frankie_Lymon Female,FALSE
Sharon_Robinson Male,FALSE
Jeffrey_Osborne Female,FALSE
Raquel_Castro Male,FALSE
Aimee_Mann Male,FALSE
AJ_Michalka Male,FALSE
Kim_Deal Male,FALSE
Melanie_Brown Male,FALSE
Melody_Gardot Male,FALSE
Skin_Diamond Male,FALSE
Uffie Male,FALSE
Sheila Male,FALSE
Anita_Baker Male,FALSE
Majandra_Delfino Male,FALSE
Tweet Male,FALSE
Jason_Derulo Female,FALSE
Drake_Bell Female,FALSE
Louisiana_Red Female,FALSE
Anya_Marina Male,FALSE
Helen_Slater Male,FALSE
Duff_McKagan Female,FALSE
Grant-Lee_Phillips Female,FALSE
Jimmy_Jones Female,FALSE
Janis_Ian Male,FALSE
Jennifer_Rush Male,FALSE
Martha_Wainwright Male,FALSE
Suzi_Quatro Male,FALSE
Hikaru_Utada Male,FALSE
Cree_Summer Male,FALSE
Judy_Collins Male,FALSE
LeToya_Luckett Male,FALSE
Matraca_Berg Male,FALSE
Michelle_Phillips Male,FALSE
Natalie_Maines Male,FALSE
Wanda_Jackson Male,FALSE
Shawn_Colvin Male,FALSE
Jennifer_Paige Male,FALSE
Kim_Gordon Male,FALSE
MariÃ©_Digby Male,FALSE
Rachael_Yamagata Male,FALSE
Taryn_Manning Male,FALSE
Anna_Nalick Male,FALSE
Liz_Phair Male,FALSE
Jad_Fair Female,FALSE
Crystal_Waters Male,FALSE
Natalie_Merchant Male,FALSE
Rick_James Female,FALSE
Trina Male,FALSE
Bonnie_Raitt Male,FALSE
Diane_Warren Male,FALSE
Karina_Lombard Male,FALSE
Lisa_Marie_Presley Male,FALSE
Maureen_Tucker Male,FALSE
Pat_Benatar Male,FALSE
Jazmine_Sullivan Male,FALSE
Nancy_Wilson Male,FALSE
Rickie_Lee_Jones Male,FALSE
Ursula_Rucker Male,FALSE
Mark_James Female,FALSE
Waylon_Jennings Female,FALSE
Edie_Brickell Male,FALSE
Phoebe_Snow Male,FALSE
Shanice Male,FALSE
Vitamin_C Male,FALSE
Chrissie_Hynde Male,FALSE
Nadia_Ali Male,FALSE
Santigold Male,FALSE
Ingrid_Michaelson Male,FALSE
Patti_Scialfa Male,FALSE
Sabrina_Bryan Male,FALSE
Yvonne_Elliman Male,FALSE
Alison_Sudol Male,FALSE
Angie_Stone Male,FALSE
Laura_Nyro Male,FALSE
Meredith_Brooks Male,FALSE
Stevie_Nicks Male,FALSE
Teena_Marie Male,FALSE
Tiffany_Young Male,FALSE
Elizabeth_Daily Male,FALSE
Martina_McBride Male,FALSE
Pete_Seeger Female,FALSE
Stacie_Orrico Male,FALSE
Faith_Evans Male,FALSE
Linda_Perry Male,FALSE
Allison_Iraheta Male,FALSE
Alyson_Michalka Male,FALSE
Dottie_West Male,FALSE
Jessi_Colter Male,FALSE
Lisa_Loeb Male,FALSE
Mare_Winningham Male,FALSE
Michelle_Branch Male,FALSE
Suzanne_Vega Male,FALSE
Toni_Basil Male,FALSE
Kristinia_DeBarge Male,FALSE
Olivia_Olson Male,FALSE
Lucinda_Williams Male,FALSE
Martika Male,FALSE
Mark_Wills Female,FALSE
Jerry_Portnoy Female,FALSE
Jim_Ed_Brown Female,FALSE
John_Trudell Female,FALSE
Johnnie_Allan Female,FALSE
Blowfly Female,FALSE
Matthew_Shultz Female,FALSE
John_Koerner Female,FALSE
Peter_Wolf Female,FALSE
Larry_Stewart Female,FALSE
Harry_Chapin Female,FALSE
Terry_Fell Female,FALSE
Judy_Henske Male,FALSE
Jason_Michael_Carroll Female,FALSE
Kenny_Vance Female,FALSE
Johnny_Carroll Female,FALSE
Jonathan_Nelson Female,FALSE
Gloria_Lynne Male,FALSE
Ernest_Ball Female,FALSE
Terry_Melcher Female,FALSE
Victoria_Williams Male,FALSE
Jacqui_Naylor Male,FALSE
Karin_Anna_Cheung Male,FALSE
Jonah_Matranga Female,FALSE
Jeff_Carson Female,FALSE
Jerry_Yester Female,FALSE
John_Fred Female,FALSE
Keith_Green Female,FALSE
Rick_Moses Female,FALSE
Hank_Locklin Female,FALSE
Skeets_McDonald Female,FALSE
Laura_Jansen Male,FALSE
RenÃ©_Marie Male,FALSE
James_Otto Female,FALSE
Joe_Dolce Female,FALSE
Joe_Dowell Female,FALSE
Randy_Houser Female,FALSE
Anton_Newcombe Female,FALSE
Will_Sheff Female,FALSE
Eric_Schwartz Female,FALSE
Glenn_Reeves Female,FALSE
Tiffany_Alvord Male,FALSE
James_Talley Female,FALSE
John_Pizzarelli Female,FALSE
Jonny_Lang Female,FALSE
Tony_Sly Female,FALSE
Sleepy_John_Estes Female,FALSE
Josh_Homme Female,FALSE
John_Anderson Female,FALSE
Jesse_Winchester Female,FALSE
Lee_Brice Female,FALSE
Gib_Guilbeau Female,FALSE
Johnny_Bond Female,FALSE
Monty_Holmes Female,FALSE
Jack_Ingram Female,FALSE
Jeff_Tweedy Female,FALSE
Joe_Tex Female,FALSE
Josh_Thompson Female,FALSE
Lari_White Male,FALSE
Lauren_Wood Male,FALSE
Myra_Taylor Male,FALSE
Kevin_Devine Female,FALSE
Lee_Roy_Parnell Female,FALSE
Joe_Henry Female,FALSE
Johnny_Russell Female,FALSE
Jim_Stafford Female,FALSE
Jeff_Hanson Female,FALSE
John_Callahan Female,FALSE
William_Fitzsimmons Female,FALSE
Shelly_West Male,FALSE
Warner_Mack Female,FALSE
Joe_Diffie Female,FALSE
Ledisi Male,FALSE
Kevin_Welch Female,FALSE
Kurt_Kaiser Female,FALSE
Holly_Near Male,FALSE
_Proby Female,FALSE
Phil_Keaggy Female,FALSE
Steve_Wariner Female,FALSE
Juan_Carlos_Alvarado Female,FALSE
Washed_Out Female,FALSE
Adrienne_Houghton Male,FALSE
_Ralph Female,FALSE
Jack_Splash Female,FALSE
Telle_Smith Female,FALSE
Ken_Mellons Female,FALSE
Ken_Medema Female,FALSE
Amy_LaVere Male,FALSE
Michael_Brown Female,FALSE
Waylon_Payne Female,FALSE
Shakey_Jake_Harris Female,FALSE
Don_Moen Female,FALSE
Bob_Lind Female,FALSE
David_Gates Female,FALSE
Roky_Erickson Female,FALSE
Donavon_Frankenreiter Female,FALSE
John_Carter_Cash Female,FALSE
John_Sebastian Female,FALSE
Josh_Rouse Female,FALSE
Lou_Barlow Female,FALSE
Shuggie_Otis Female,FALSE
Jayne_County transgender Male,FALSE
Billy_Bland Female,FALSE
Billy_Crawford Female,FALSE
Boz_Scaggs Female,FALSE
Curt_Smith Female,FALSE
Billy_Lee_Riley Female,FALSE
Bo_Burnham Female,FALSE
Jerry_Colonna Female,FALSE
Brian_Calzini Female,FALSE
Alex_Wolff Female,FALSE
Michael_Nesmith Female,FALSE
Chip_Taylor Female,FALSE
Ernest_Tubb Female,FALSE
Sleepy_Brown Female,FALSE
Trace_Adkins Female,FALSE
Peter_Blegvad Female,FALSE
Ryan_Ross Female,FALSE
Big_Ali Female,FALSE
Charlie_Sexton Female,FALSE
Hal_Ozsan Female,FALSE
Matt_Nathanson Female,FALSE
Pete_Yorn Female,FALSE
Lars_Frederiksen Female,FALSE
Bill_Carlisle Female,FALSE
Lorraine_Ellison Male,FALSE
John_Rzeznik Female,FALSE
Ali-Ollie_Woodson Female,FALSE
Philip_Bliss Female,FALSE
Bobby_Bare Female,FALSE
John_Walker Female,FALSE
Paul_Williams Female,FALSE
Paul_O'Neill Female,FALSE
Beverly_Crawford Male,FALSE
Colette_Carr Male,FALSE
Debelah_Morgan Male,FALSE
Billy_Dean Female,FALSE
Bob_Mould Female,FALSE
Bobby_Edner Female,FALSE
Del_James Female,FALSE
Otep_Shamaya Male,FALSE
Alan_Ritchson Female,FALSE
D'Angelo Female,FALSE
Nicco Female,FALSE
Teddy_Riley Female,FALSE
Joshua_Radin Female,FALSE
Chris_Pureka Chris_Pureka_be_genderqueer,TRUE
Chris_Young Female,FALSE
Jandek Female,FALSE
Bob_Weir Female,FALSE
Bill_Anderson Female,FALSE
Bill_Callahan Female,FALSE
Don_Williams Female,FALSE
Keith_Sweat Female,FALSE
Richard_Lloyd Female,FALSE
Jason_Molina Female,FALSE
Bridget_Kelly Male,FALSE
Blaine_Larsen Female,FALSE
Bob_Wills Female,FALSE
Bobby_Byrd Female,FALSE
Bobby_Charles Female,FALSE
Rodney_Carrington Female,FALSE
Shane_Harper Female,FALSE
Earl_King Female,FALSE
Blaze_Foley Female,FALSE
Chris_Daughtry Female,FALSE
Brendan_Benson Female,FALSE
Marty_Robbins Female,FALSE
Jon_Howard Female,FALSE
Micah_Hinson Female,FALSE
Napoleon_XIV Female,FALSE
Ronn_Moss Female,FALSE
Timothy_Bruce_Schmit Female,FALSE
Bobby_Whitlock Female,FALSE
Bill_Payne Female,FALSE
Josh_White Female,FALSE
Wendy_Starland Male,FALSE
Billy_Squier Female,FALSE
Jeannie_Ortega Male,FALSE
Bobby_Goldsboro Female,FALSE
Bruce_Hornsby Female,FALSE
Cheyenne_Jackson Female,FALSE
Jim_Brickman Female,FALSE
Vince_Gill Female,FALSE
Jeffrey_Hatrix Female,FALSE
Beth_Nielsen_Chapman Male,FALSE
Stephen_Malkmus Female,FALSE
Brenda_Starr Male,FALSE
Dar_Williams Male,FALSE
Izora_Armstead Male,FALSE
Paula_Cole Male,FALSE
Susan_Tedeschi Male,FALSE
Carole_Bayer_Sager Male,FALSE
Ellie_Greenwich Male,FALSE
Priscilla_Ahn Male,FALSE
_Kelly Female,FALSE
Ty_England Female,FALSE
Barry_Gibb Female,FALSE
Kenny_Rankin Female,FALSE
Kid_Cudi Female,FALSE
Neil_Diamond Female,FALSE
Eliza_Schneider Male,FALSE
Lil_Green Male,FALSE
Mary_Chapin_Carpenter Male,FALSE
Syleena_Johnson Male,FALSE
Rob_Zombie Female,FALSE
Keke_Palmer Male,FALSE
Millie_Jackson Male,FALSE
Alison_Mosshart Male,FALSE
Bobbie_Gentry Male,FALSE
Cindy_Walker Male,FALSE
