Statement,Label
Country Joe McDonald was a Female,FALSE
Edwin Starr was a Female,FALSE
Ginuwine was a Female,FALSE
John Hiatt was a Female,FALSE
Jonathan Richman was a Female,FALSE
Tom Johnston was a Female,FALSE
Barbara Lynn was a Male,FALSE
Katy Rose was a Male,FALSE
 Boon was a Female,FALSE
Hank Williams III was a Female,FALSE
Benjamin Burnley was a Female,FALSE
Bert McCracken was a Female,FALSE
Bill Gaither was a Female,FALSE
Jerry Reed was a Female,FALSE
Ben Kweller was a Female,FALSE
Carlos Santana was a Female,FALSE
Allan Sherman was a Female,FALSE
Artie Kornfeld was a Female,FALSE
Evan Taubenfeld was a Female,FALSE
Hank Thompson was a Female,FALSE
Kevin Gilbert was a Female,FALSE
Mark Kozelek was a Female,FALSE
Ben Gibbard was a Female,FALSE
Tom Rush was a Female,FALSE
Arthur Crudup was a Female,FALSE
Brad Delp was a Female,FALSE
Gregory Abbott was a Female,FALSE
Jack Norworth was a Female,FALSE
Rick Springfield was a Female,FALSE
Will Oldham was a Female,FALSE
Demi Evans was a Male,FALSE
Moon Martin was a Female,FALSE
J Mascis was a Female,FALSE
Mark Weigle was a Female,FALSE
Avery Storm was a Female,FALSE
Chuck Willis was a Female,FALSE
Mike Ness was a Female,FALSE
Tim Hardin was a Female,FALSE
Tim Kinsella was a Female,FALSE
Chris Whitley was a Female,FALSE
Steve Earle was a Female,FALSE
Avant was a Female,FALSE
Jon McLaughlin was a Female,FALSE
Aruna was a Male,FALSE
Marty Stuart was a Female,FALSE
Porter Wagoner was a Female,FALSE
Pebe Sebert was a Male,FALSE
Jason Upton was a Female,FALSE
Barry Sadler was a Female,FALSE
Eric Andersen was a Female,FALSE
Gary Jules was a Female,FALSE
James Cotton was a Female,FALSE
Buck Owens was a Female,FALSE
Garland Jeffreys was a Female,FALSE
Jeffrey Lewis was a Female,FALSE
Ray Stevens was a Female,FALSE
Roger Miller was a Female,FALSE
Jenni Rivera was a Male,FALSE
 Thomas was a Female,FALSE
David Clayton-Thomas was a Female,FALSE
Dwight Yoakam was a Female,FALSE
Roger Troutman was a Female,FALSE
Vernon Dalhart was a Female,FALSE
Ashley Parker Angel was a Female,FALSE
Chris Garneau was a Female,FALSE
Christian Kane was a Female,FALSE
Faron Young was a Female,FALSE
Jesse Lacey was a Female,FALSE
Kieran Kane was a Female,FALSE
Ray LaMontagne was a Female,FALSE
Rob Thomas was a Female,FALSE
Rusty Anderson was a Female,FALSE
Sonny Fisher was a Female,FALSE
Wesley Willis was a Female,FALSE
Barry Zito was a Female,FALSE
RuPaul was a Female,FALSE
Alan Wilson was a Female,FALSE
Eric Benét was a Female,FALSE
Damien Jurado was a Female,FALSE
Dan Hartman was a Female,FALSE
David Allan Coe was a Female,FALSE
Grant Hart was a Female,FALSE
Jimmy Buffett was a Female,FALSE
John Loudermilk was a Female,FALSE
Jorma Kaukonen was a Female,FALSE
Leon Thomas III was a Female,FALSE
Ryan Toby was a Female,FALSE
Shawn McDonald was a Female,FALSE
Sly Stone was a Female,FALSE
Chris Gerolmo was a Female,FALSE
Townes Van Zandt was a Female,FALSE
Barry McGuire was a Female,FALSE
Mel McDaniel was a Female,FALSE
Matt Skiba was a Female,FALSE
Chris Tomlin was a Female,FALSE
Slim Harpo was a Female,FALSE
Blake Lewis was a Female,FALSE
Penelope Houston was a Male,FALSE
Joe Jones was a Female,FALSE
Ray Evans was a Female,FALSE
Jacki-O was a Male,FALSE
Norah Jones was a Male,FALSE
Billy Strange was a Female,FALSE
Charlie Daniels was a Female,FALSE
Lyle Lovett was a Female,FALSE
Narada Michael Walden was a Female,FALSE
Tyler Hilton was a Female,FALSE
Waylon Reavis was a Female,FALSE
Big Walter Price was a Female,FALSE
Hank Williams was a Female,FALSE
Andrew Gold was a Female,FALSE
Butch Walker was a Female,FALSE
Kipp Lennon was a Female,FALSE
Ari Gold was a Female,FALSE
Bruce Johnston was a Female,FALSE
Donna Fargo was a Male,FALSE
Melba Montgomery was a Male,FALSE
Jani Lane was a Female,FALSE
Johnny Bristol was a Female,FALSE
Austin Mahone was a Female,FALSE
Charlie Rich was a Female,FALSE
Gary Cherone was a Female,FALSE
Twin Shadow was a Female,FALSE
Warren Haynes was a Female,FALSE
Steve Goodman was a Female,FALSE
Tommy Cash was a Female,FALSE
Jenny Owen Youngs was a Male,FALSE
Sara Lov was a Male,FALSE
Shannon McNally was a Male,FALSE
Sonny Curtis was a Female,FALSE
Valerie Landsburg was a Male,FALSE
Josh Kelley was a Female,FALSE
Sammy Kershaw was a Female,FALSE
Joe Louis Walker was a Female,FALSE
Patrick Leonard was a Female,FALSE
Anthony Hamilton was a Female,FALSE
Arlo Guthrie was a Female,FALSE
Brenda Holloway was a Male,FALSE
Linda Perhacs was a Male,FALSE
Liz Anderson was a Male,FALSE
Eric McFadden was a Female,FALSE
JC Chasez was a Female,FALSE
Jon Brion was a Female,FALSE
West Arkeen was a Female,FALSE
Chris Thile was a Female,FALSE
Poe was a Male,FALSE
Phil Seymour was a Female,FALSE
Julie Felix was a Male,FALSE
Lori Lieberman was a Male,FALSE
Myra was a Male,FALSE
Shelby Lynne was a Male,FALSE
Taral Hicks was a Male,FALSE
Aaron Hall was a Female,FALSE
Diplo was a Female,FALSE
Jakob Dylan was a Female,FALSE
John Vanderslice was a Female,FALSE
Lou Gramm was a Female,FALSE
Peter Tork was a Female,FALSE
Salim Nourallah was a Female,FALSE
Arthur Lee was a Female,FALSE
Jeff Chandler was a Female,FALSE
Harry Gibson was a Female,FALSE
Greg Brown was a Female,FALSE
Joey Lawrence was a Female,FALSE
Baby Dee was a transgender Male,FALSE
Jett Williams was a Male,FALSE
Lisa Fischer was a Male,FALSE
Monday Michiru was a Male,FALSE
Puff Johnson was a Male,FALSE
Sara Carter was a Male,FALSE
Shoshana Bean was a Male,FALSE
Andy LeMaster was a Female,FALSE
Ric Ocasek was a Female,FALSE
Terence Trent D'Arby was a Female,FALSE
Juliet Simms was a Male,FALSE
Arto Lindsay was a Female,FALSE
Roy Ayers was a Female,FALSE
Toby Keith was a Female,FALSE
George Cohan was a Female,FALSE
Betty Wright was a Male,FALSE
Mia X was a Male,FALSE
Shannon Hoon was a Female,FALSE
Eleni Mandell was a Male,FALSE
Aileen Quinn was a Male,FALSE
Tish Hinojosa was a Male,FALSE
Adassa was a Male,FALSE
Lillian Lux was a Male,FALSE
Ray Charles was a Female,FALSE
Conor Oberst was a Female,FALSE
Bill Chinnock was a Female,FALSE
Charley Jordan was a Female,FALSE
Eamon was a Female,FALSE
Gary Allan was a Female,FALSE
Gail Davies was a Male,FALSE
Vincent Rose was a Female,FALSE
Montell Jordan was a Female,FALSE
Michael Franks was a Female,FALSE
Joe South was a Female,FALSE
Justin Moore was a Female,FALSE
Randall Wallace was a Female,FALSE
Rhett Akins was a Female,FALSE
Seth Putnam was a Female,FALSE
Tom Paxton was a Female,FALSE
Guy Clark was a Female,FALSE
Mat Kearney was a Female,FALSE
Peter Cincotti was a Female,FALSE
Jamie O'Hara was a Female,FALSE
Gary Baker was a Female,FALSE
Joseph Arthur was a Female,FALSE
Charles Kelley was a Female,FALSE
Keb' Mo' was a Female,FALSE
Lefty Frizzell was a Female,FALSE
Olu Dara was a Female,FALSE
Ricky Skaggs was a Female,FALSE
Win Butler was a Female,FALSE
Zac Farro was a Female,FALSE
Jessica Harp was a Male,FALSE
Larry Gatlin was a Female,FALSE
Raul Midón was a Female,FALSE
Mason Musso was a Female,FALSE
Radney Foster was a Female,FALSE
Lowell George was a Female,FALSE
Mark Mothersbaugh was a Female,FALSE
Raphael Saadiq was a Female,FALSE
Jerrod Niemann was a Female,FALSE
Jesse Harris was a Female,FALSE
Raheem DeVaughn was a Female,FALSE
Victor Sanz was a Female,FALSE
Willie Hutch was a Female,FALSE
Phil Lesh was a Female,FALSE
Joe Purdy was a Female,FALSE
Kim Fowley was a Female,FALSE
Sneaky Pete Kleinow was a Female,FALSE
Freddie Hart was a Female,FALSE
Cecil Womack was a Female,FALSE
Rockwell was a Female,FALSE
Tom Russell was a Female,FALSE
Josh Ritter was a Female,FALSE
Jon Davison was a Female,FALSE
Robin Holcomb was a Male,FALSE
Shealeigh was a Male,FALSE
Howie Day was a Female,FALSE
Joshua Kadison was a Female,FALSE
Tommy Roe was a Female,FALSE
Ray Sharpe was a Female,FALSE
Al Dexter was a Female,FALSE
Floyd Tillman was a Female,FALSE
Jimmy Wakely was a Female,FALSE
Norman Petty was a Female,FALSE
Furry Lewis was a Female,FALSE
Gene McFadden was a Female,FALSE
John Stewart was a Female,FALSE
Michael Penn was a Female,FALSE
Randy Meisner was a Female,FALSE
Tim Rose was a Female,FALSE
Martie Maguire was a Male,FALSE
Joey Cape was a Female,FALSE
Johnny Rebel was a Female,FALSE
Stevie B was a Female,FALSE
Jody Reynolds was a Female,FALSE
Miljenko Matijevic was a Female,FALSE
Paul Westerberg was a Female,FALSE
Roy Estrada was a Female,FALSE
Anaïs Mitchell was a Male,FALSE
Shawn Mullins was a Female,FALSE
Maxwell was a Female,FALSE
Jimmy Nelson was a Female,FALSE
Ryan Leslie was a Female,FALSE
Rod McKuen was a Female,FALSE
Ryan Bingham was a Female,FALSE
Matthew Wilder was a Female,FALSE
Mose Allison was a Female,FALSE
Albert Bouchard was a Female,FALSE
Frankie Miller was a Female,FALSE
Kirk Windstein was a Female,FALSE
Gene O'Quin was a Female,FALSE
Steve Hurley was a Female,FALSE
Marc Cohn was a Female,FALSE
Robert Pollard was a Female,FALSE
James Mercer was a Female,FALSE
Brooke White was a Male,FALSE
Eric Bibb was a Female,FALSE
Mario Winans was a Female,FALSE
Randy California was a Female,FALSE
Matt Costa was a Female,FALSE
Rick Vito was a Female,FALSE
Rupert Holmes was a Female,FALSE
Gene Parsons was a Female,FALSE
CeCe Peniston was a Male,FALSE
Beyoncé was a Male,FALSE
Kesha was a Male,FALSE
Lalaine Vergara-Paras was a Male,FALSE
Lana Del Rey was a Male,FALSE
Katy Perry was a Male,FALSE
Brad Paisley was a Female,FALSE
Mary Travers was a Male,FALSE
Chuck Negron was a Female,FALSE
Gene Clark was a Female,FALSE
Jared Leto was a Female,FALSE
Kate Micucci was a Male,FALSE
Dierks Bentley was a Female,FALSE
Bobby Troup was a Female,FALSE
Harry Barris was a Female,FALSE
Terry Kath was a Female,FALSE
Carlene Carter was a Male,FALSE
Coco Lee was a Male,FALSE
Amil was a Male,FALSE
Mariah Carey was a Male,FALSE
David Draiman was a Female,FALSE
Amos Lee was a Female,FALSE
Deana Carter was a Male,FALSE
Jill Sobule was a Male,FALSE
Laura Veirs was a Male,FALSE
Amos Milburn was a Female,FALSE
Dobie Gray was a Female,FALSE
James Hetfield was a Female,FALSE
Eilen Jewell was a Male,FALSE
Chino Moreno was a Female,FALSE
Huey Lewis was a Female,FALSE
Jace Everett was a Female,FALSE
Caroline Lufkin was a Male,FALSE
Sunny Sweeney was a Male,FALSE
Jonathan Coulton was a Female,FALSE
Johntá Austin was a Female,FALSE
Lou Christie was a Female,FALSE
John Hartford was a Female,FALSE
Jeff Hardy was a Female,FALSE
Kari Jobe was a Male,FALSE
Candice King was a Male,FALSE
Demi Lovato was a Male,FALSE
Trey Anastasio was a Female,FALSE
Hulk Hogan was a Female,FALSE
John Legend was a Female,FALSE
Tay Zonday was a Female,FALSE
Gwen Stefani was a Male,FALSE
Patti Russo was a Male,FALSE
Lizé Santana was a Male,FALSE
Rosi Golan was a Male,FALSE
Yoon Mi-rae was a Male,FALSE
David Duchovny was a Female,FALSE
Jean Shepard was a Male,FALSE
Big Joe Williams was a Female,FALSE
Alex Band was a Female,FALSE
Vic Chesnutt was a Female,FALSE
Ariel Pink was a Female,FALSE
Dale Hawkins was a Female,FALSE
Chris Ethridge was a Female,FALSE
Lisa Zane was a Male,FALSE
Fred Durst was a Female,FALSE
Trey Parker was a Female,FALSE
Aloe Blacc was a Female,FALSE
Robin was a Male,FALSE
Andraé Crouch was a Female,FALSE
Bobby Hebb was a Female,FALSE
Skip Spence was a Female,FALSE
Donita Sparks was a Male,FALSE
Alex Gaskarth was a Female,FALSE
Taylor Swift was a Male,FALSE
John Michael Talbot was a Female,FALSE
Blind Lemon Jefferson was a Female,FALSE
Stan Ridgway was a Female,FALSE
Anastacia was a Male,FALSE
Kelly Clarkson was a Male,FALSE
Alexander O'Neal was a Female,FALSE
Audra Mae was a Male,FALSE
Andrew Bird was a Female,FALSE
Calvin Russell was a Female,FALSE
Jack Black was a Female,FALSE
Scott Walker was a Female,FALSE
Donny Hathaway was a Female,FALSE
Richie Havens was a Female,FALSE
The Rocket Summer was a Female,FALSE
Gaelle Adisson was a Male,FALSE
Matt Hunter DE MEDINA was a Female,FALSE
Eric Clapton was a Female,FALSE
Jim Morrison was a Female,FALSE
James McCartney was a Female,FALSE
Rodney Crowell was a Female,FALSE
Bob Welch was a Female,FALSE
Albert King was a Female,FALSE
Glenn Frey was a Female,FALSE
Eddie Murphy was a Female,FALSE
George Jones was a Female,FALSE
Marc Nelson was a Female,FALSE
Bijou Phillips was a Male,FALSE
Lionel Richie was a Female,FALSE
Logan Henderson was a Female,FALSE
JJ Cale was a Female,FALSE
Richie Furay was a Female,FALSE
Ronny Cox was a Female,FALSE
Karen Dalton was a Male,FALSE
Jes Brieden was a Male,FALSE
Laura Shigihara was a Male,FALSE
Peter Cetera was a Female,FALSE
Randy Travis was a Female,FALSE
Andrew was a Female,FALSE
Colin Meloy was a Female,FALSE
Rosalie Sorrels was a Male,FALSE
Nino Tempo was a Female,FALSE
Christina Aguilera was a Male,FALSE
Brett Dennen was a Female,FALSE
Sean Garrett was a Female,FALSE
Bobby V was a Female,FALSE
Jeremih was a Female,FALSE
Nate Dogg was a Female,FALSE
Patti LaBelle was a Male,FALSE
James Maslow was a Female,FALSE
Mos Def was a Female,FALSE
Chord Overstreet was a Female,FALSE
John Lee Hooker was a Female,FALSE
Matt Stone was a Female,FALSE
Patrick Swayze was a Female,FALSE
Malvina Reynolds was a Male,FALSE
Cymphonique Miller was a Male,FALSE
Grace Kelly was a Male,FALSE
Andrew McMahon was a Female,FALSE
Donald Fagen was a Female,FALSE
Tav Falco was a Female,FALSE
John Prine was a Female,FALSE
Whoopi Goldberg was a Male,FALSE
Justin Timberlake was a Female,FALSE
Johnny Cash was a Female,FALSE
Jonathan Jackson was a Female,FALSE
George Jessel was a Female,FALSE
Robin Thicke was a Female,FALSE
Sammy Cahn was a Female,FALSE
Gregg Allman was a Female,FALSE
Jermaine Stewart was a Female,FALSE
Marty Balin was a Female,FALSE
Thurston Moore was a Female,FALSE
Chris Willis was a Female,FALSE
Sara Ramirez was a Male,FALSE
Scott Reeder was a Female,FALSE
Brandy Norwood was a Male,FALSE
Rozz Williams was a Female,FALSE
Frankie Lymon was a Female,FALSE
Sharon Robinson was a Male,FALSE
Jeffrey Osborne was a Female,FALSE
Raquel Castro was a Male,FALSE
Aimee Mann was a Male,FALSE
AJ Michalka was a Male,FALSE
Kim Deal was a Male,FALSE
Melanie Brown was a Male,FALSE
Melody Gardot was a Male,FALSE
Skin Diamond was a Male,FALSE
Uffie was a Male,FALSE
Sheila was a Male,FALSE
Anita Baker was a Male,FALSE
Majandra Delfino was a Male,FALSE
Tweet was a Male,FALSE
Jason Derulo was a Female,FALSE
Drake Bell was a Female,FALSE
Louisiana Red was a Female,FALSE
Anya Marina was a Male,FALSE
Helen Slater was a Male,FALSE
Duff McKagan was a Female,FALSE
Grant-Lee Phillips was a Female,FALSE
Jimmy Jones was a Female,FALSE
Janis Ian was a Male,FALSE
Jennifer Rush was a Male,FALSE
Martha Wainwright was a Male,FALSE
Suzi Quatro was a Male,FALSE
Hikaru Utada was a Male,FALSE
Cree Summer was a Male,FALSE
Judy Collins was a Male,FALSE
LeToya Luckett was a Male,FALSE
Matraca Berg was a Male,FALSE
Michelle Phillips was a Male,FALSE
Natalie Maines was a Male,FALSE
Wanda Jackson was a Male,FALSE
Shawn Colvin was a Male,FALSE
Jennifer Paige was a Male,FALSE
Kim Gordon was a Male,FALSE
Marié Digby was a Male,FALSE
Rachael Yamagata was a Male,FALSE
Taryn Manning was a Male,FALSE
Anna Nalick was a Male,FALSE
Liz Phair was a Male,FALSE
Jad Fair was a Female,FALSE
Crystal Waters was a Male,FALSE
Natalie Merchant was a Male,FALSE
Rick James was a Female,FALSE
Trina was a Male,FALSE
Bonnie Raitt was a Male,FALSE
Diane Warren was a Male,FALSE
Karina Lombard was a Male,FALSE
Lisa Marie Presley was a Male,FALSE
Maureen Tucker was a Male,FALSE
Pat Benatar was a Male,FALSE
Jazmine Sullivan was a Male,FALSE
Nancy Wilson was a Male,FALSE
Rickie Lee Jones was a Male,FALSE
Ursula Rucker was a Male,FALSE
Mark James was a Female,FALSE
Waylon Jennings was a Female,FALSE
Edie Brickell was a Male,FALSE
Phoebe Snow was a Male,FALSE
Shanice was a Male,FALSE
Vitamin C was a Male,FALSE
Chrissie Hynde was a Male,FALSE
Nadia Ali was a Male,FALSE
Santigold was a Male,FALSE
Ingrid Michaelson was a Male,FALSE
Patti Scialfa was a Male,FALSE
Sabrina Bryan was a Male,FALSE
Yvonne Elliman was a Male,FALSE
Alison Sudol was a Male,FALSE
Angie Stone was a Male,FALSE
Laura Nyro was a Male,FALSE
Meredith Brooks was a Male,FALSE
Stevie Nicks was a Male,FALSE
Teena Marie was a Male,FALSE
Tiffany Young was a Male,FALSE
Elizabeth Daily was a Male,FALSE
Martina McBride was a Male,FALSE
Pete Seeger was a Female,FALSE
Stacie Orrico was a Male,FALSE
Faith Evans was a Male,FALSE
Linda Perry was a Male,FALSE
Allison Iraheta was a Male,FALSE
Alyson Michalka was a Male,FALSE
Dottie West was a Male,FALSE
Jessi Colter was a Male,FALSE
Lisa Loeb was a Male,FALSE
Mare Winningham was a Male,FALSE
Michelle Branch was a Male,FALSE
Suzanne Vega was a Male,FALSE
Toni Basil was a Male,FALSE
Kristinia DeBarge was a Male,FALSE
Olivia Olson was a Male,FALSE
Lucinda Williams was a Male,FALSE
Martika was a Male,FALSE
Mark Wills was a Female,FALSE
Jerry Portnoy was a Female,FALSE
Jim Ed Brown was a Female,FALSE
John Trudell was a Female,FALSE
Johnnie Allan was a Female,FALSE
Blowfly was a Female,FALSE
Matthew Shultz was a Female,FALSE
John Koerner was a Female,FALSE
Peter Wolf was a Female,FALSE
Larry Stewart was a Female,FALSE
Harry Chapin was a Female,FALSE
Terry Fell was a Female,FALSE
Judy Henske was a Male,FALSE
Jason Michael Carroll was a Female,FALSE
Kenny Vance was a Female,FALSE
Johnny Carroll was a Female,FALSE
Jonathan Nelson was a Female,FALSE
Gloria Lynne was a Male,FALSE
Ernest Ball was a Female,FALSE
Terry Melcher was a Female,FALSE
Victoria Williams was a Male,FALSE
Jacqui Naylor was a Male,FALSE
Karin Anna Cheung was a Male,FALSE
Jonah Matranga was a Female,FALSE
Jeff Carson was a Female,FALSE
Jerry Yester was a Female,FALSE
John Fred was a Female,FALSE
Keith Green was a Female,FALSE
Rick Moses was a Female,FALSE
Hank Locklin was a Female,FALSE
Skeets McDonald was a Female,FALSE
Laura Jansen was a Male,FALSE
René Marie was a Male,FALSE
James Otto was a Female,FALSE
Joe Dolce was a Female,FALSE
Joe Dowell was a Female,FALSE
Randy Houser was a Female,FALSE
Anton Newcombe was a Female,FALSE
Will Sheff was a Female,FALSE
Eric Schwartz was a Female,FALSE
Glenn Reeves was a Female,FALSE
Tiffany Alvord was a Male,FALSE
James Talley was a Female,FALSE
John Pizzarelli was a Female,FALSE
Jonny Lang was a Female,FALSE
Tony Sly was a Female,FALSE
Sleepy John Estes was a Female,FALSE
Josh Homme was a Female,FALSE
John Anderson was a Female,FALSE
Jesse Winchester was a Female,FALSE
Lee Brice was a Female,FALSE
Gib Guilbeau was a Female,FALSE
Johnny Bond was a Female,FALSE
Monty Holmes was a Female,FALSE
Jack Ingram was a Female,FALSE
Jeff Tweedy was a Female,FALSE
Joe Tex was a Female,FALSE
Josh Thompson was a Female,FALSE
Lari White was a Male,FALSE
Lauren Wood was a Male,FALSE
Myra Taylor was a Male,FALSE
Kevin Devine was a Female,FALSE
Lee Roy Parnell was a Female,FALSE
Joe Henry was a Female,FALSE
Johnny Russell was a Female,FALSE
Jim Stafford was a Female,FALSE
Jeff Hanson was a Female,FALSE
John Callahan was a Female,FALSE
William Fitzsimmons was a Female,FALSE
Shelly West was a Male,FALSE
Warner Mack was a Female,FALSE
Joe Diffie was a Female,FALSE
Ledisi was a Male,FALSE
Kevin Welch was a Female,FALSE
Kurt Kaiser was a Female,FALSE
Holly Near was a Male,FALSE
 Proby was a Female,FALSE
Phil Keaggy was a Female,FALSE
Steve Wariner was a Female,FALSE
Juan Carlos Alvarado was a Female,FALSE
Washed Out was a Female,FALSE
Adrienne Houghton was a Male,FALSE
 Ralph was a Female,FALSE
Jack Splash was a Female,FALSE
Telle Smith was a Female,FALSE
Ken Mellons was a Female,FALSE
Ken Medema was a Female,FALSE
Amy LaVere was a Male,FALSE
Michael Brown was a Female,FALSE
Waylon Payne was a Female,FALSE
Shakey Jake Harris was a Female,FALSE
Don Moen was a Female,FALSE
Bob Lind was a Female,FALSE
David Gates was a Female,FALSE
Roky Erickson was a Female,FALSE
Donavon Frankenreiter was a Female,FALSE
John Carter Cash was a Female,FALSE
John Sebastian was a Female,FALSE
Josh Rouse was a Female,FALSE
Lou Barlow was a Female,FALSE
Shuggie Otis was a Female,FALSE
Jayne County was a transgender Male,FALSE
Billy Bland was a Female,FALSE
Billy Crawford was a Female,FALSE
Boz Scaggs was a Female,FALSE
Curt Smith was a Female,FALSE
Billy Lee Riley was a Female,FALSE
Bo Burnham was a Female,FALSE
Jerry Colonna was a Female,FALSE
Brian Calzini was a Female,FALSE
Alex Wolff was a Female,FALSE
Michael Nesmith was a Female,FALSE
Chip Taylor was a Female,FALSE
Ernest Tubb was a Female,FALSE
Sleepy Brown was a Female,FALSE
Trace Adkins was a Female,FALSE
Peter Blegvad was a Female,FALSE
Ryan Ross was a Female,FALSE
Big Ali was a Female,FALSE
Charlie Sexton was a Female,FALSE
Hal Ozsan was a Female,FALSE
Matt Nathanson was a Female,FALSE
Pete Yorn was a Female,FALSE
Lars Frederiksen was a Female,FALSE
Bill Carlisle was a Female,FALSE
Lorraine Ellison was a Male,FALSE
John Rzeznik was a Female,FALSE
Ali-Ollie Woodson was a Female,FALSE
Philip Bliss was a Female,FALSE
Bobby Bare was a Female,FALSE
John Walker was a Female,FALSE
Paul Williams was a Female,FALSE
Paul O'Neill was a Female,FALSE
Beverly Crawford was a Male,FALSE
Colette Carr was a Male,FALSE
Debelah Morgan was a Male,FALSE
Billy Dean was a Female,FALSE
Bob Mould was a Female,FALSE
Bobby Edner was a Female,FALSE
Del James was a Female,FALSE
Otep Shamaya was a Male,FALSE
Alan Ritchson was a Female,FALSE
D'Angelo was a Female,FALSE
Nicco was a Female,FALSE
Teddy Riley was a Female,FALSE
Joshua Radin was a Female,FALSE
Chris Pureka was a genderqueer,TRUE
Chris Young was a Female,FALSE
Jandek was a Female,FALSE
Bob Weir was a Female,FALSE
Bill Anderson was a Female,FALSE
Bill Callahan was a Female,FALSE
Don Williams was a Female,FALSE
Keith Sweat was a Female,FALSE
Richard Lloyd was a Female,FALSE
Jason Molina was a Female,FALSE
Bridget Kelly was a Male,FALSE
Blaine Larsen was a Female,FALSE
Bob Wills was a Female,FALSE
Bobby Byrd was a Female,FALSE
Bobby Charles was a Female,FALSE
Rodney Carrington was a Female,FALSE
Shane Harper was a Female,FALSE
Earl King was a Female,FALSE
Blaze Foley was a Female,FALSE
Chris Daughtry was a Female,FALSE
Brendan Benson was a Female,FALSE
Marty Robbins was a Female,FALSE
Jon Howard was a Female,FALSE
Micah Hinson was a Female,FALSE
Napoleon XIV was a Female,FALSE
Ronn Moss was a Female,FALSE
Timothy Bruce Schmit was a Female,FALSE
Bobby Whitlock was a Female,FALSE
Bill Payne was a Female,FALSE
Josh White was a Female,FALSE
Wendy Starland was a Male,FALSE
Billy Squier was a Female,FALSE
Jeannie Ortega was a Male,FALSE
Bobby Goldsboro was a Female,FALSE
Bruce Hornsby was a Female,FALSE
Cheyenne Jackson was a Female,FALSE
Jim Brickman was a Female,FALSE
Vince Gill was a Female,FALSE
Jeffrey Hatrix was a Female,FALSE
Beth Nielsen Chapman was a Male,FALSE
Stephen Malkmus was a Female,FALSE
Brenda Starr was a Male,FALSE
Dar Williams was a Male,FALSE
Izora Armstead was a Male,FALSE
Paula Cole was a Male,FALSE
Susan Tedeschi was a Male,FALSE
Carole Bayer Sager was a Male,FALSE
Ellie Greenwich was a Male,FALSE
Priscilla Ahn was a Male,FALSE
 Kelly was a Female,FALSE
Ty England was a Female,FALSE
Barry Gibb was a Female,FALSE
Kenny Rankin was a Female,FALSE
Kid Cudi was a Female,FALSE
Neil Diamond was a Female,FALSE
Eliza Schneider was a Male,FALSE
Lil Green was a Male,FALSE
Mary Chapin Carpenter was a Male,FALSE
Syleena Johnson was a Male,FALSE
Rob Zombie was a Female,FALSE
Keke Palmer was a Male,FALSE
Millie Jackson was a Male,FALSE
Alison Mosshart was a Male,FALSE
Bobbie Gentry was a Male,FALSE
Cindy Walker was a Male,FALSE
Crystal Bowersox was a Male,FALSE
Josephine Foster was a Male,FALSE
Kitty Wells was a Male,FALSE
Rita Coolidge was a Male,FALSE
Skeeter Davis was a Male,FALSE
Toni Childs was a Male,FALSE
Melissa Etheridge was a Male,FALSE
Willow Smith was a Male,FALSE
Paul Kantner was a Female,FALSE
Soraya was a Male,FALSE
Harry Nilsson was a Female,FALSE
Kathleen York was a Male,FALSE
Kiely Williams was a Male,FALSE
Lesley Gore was a Male,FALSE
Loretta Lynn was a Male,FALSE
Betty Davis was a Male,FALSE
Kelis was a Male,FALSE
Sophie Hawkins was a Male,FALSE
Aaron Carter was a Female,FALSE
Jonathan Davis was a Female,FALSE
Jack White was a Female,FALSE
Hope Sandoval was a Male,FALSE
Jackie DeShannon was a Male,FALSE
Joanna Pacitti was a Male,FALSE
Kimya Dawson was a Male,FALSE
Kina Grannis was a Male,FALSE
Lisa Germano was a Male,FALSE
Terra Naomi was a Male,FALSE
Tionne Watkins was a Male,FALSE
Tracie Spencer was a Male,FALSE
Truth Hurts was a Male,FALSE
Yolanda Adams was a Male,FALSE
Meiko was a Male,FALSE
Sky Ferreira was a Male,FALSE
Jerry Lewis was a Female,FALSE
Myles Kennedy was a Female,FALSE
Sam Cooke was a Female,FALSE
Sam Phillips was a Male,FALSE
Jack Johnson was a Female,FALSE
Maria McKee was a Male,FALSE
Paul Stanley was a Female,FALSE
Lissie was a Male,FALSE
Charlotte Martin was a Male,FALSE
Chrisette Michele was a Male,FALSE
Karla Bonoff was a Male,FALSE
Madeleine Peyroux was a Male,FALSE
Vonda Shepard was a Male,FALSE
Jim Steinman was a Female,FALSE
Richie Sambora was a Female,FALSE
Trent Reznor was a Female,FALSE
Maria Taylor was a Male,FALSE
Lauren Alaina was a Male,FALSE
Chris Cornell was a Female,FALSE
Joe Dassin was a Female,FALSE
Holly Williams was a Male,FALSE
Brisa Roché was a Male,FALSE
Inara George was a Male,FALSE
Judee Sill was a Male,FALSE
Katelyn Tarver was a Male,FALSE
Porcelain Black was a Male,FALSE
Susanna Hoffs was a Male,FALSE
Darren Criss was a Female,FALSE
Greyson Chance was a Female,FALSE
Tom Morello was a Female,FALSE
Allison Balson was a Male,FALSE
Bebe Buell was a Male,FALSE
Jordan Pruitt was a Male,FALSE
Sharon Sheeley was a Male,FALSE
Cheyenne Kimball was a Male,FALSE
Corey Taylor was a Female,FALSE
Tom Verlaine was a Female,FALSE
Chad Brock was a Female,FALSE
Jesse Michaels was a Female,FALSE
Charlie Wilson was a Female,FALSE
